herb_sanskrit,varga_category,synonyms,classical_properties,raw_karma_sanskrit,english_disease,english_herb,botanical_name,english_guess,source_text,source_verse_ids
हिमवत्प्रभावाः,वारिवर्गः,,,"पथ्य, गुणोत्तम, अश्माह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1046
सह्यशैलभवा,वारिवर्गः,,,"कुष्ठकृत् , ईषद्- वात-कफावह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1047
औद्भिददम्,वारिवर्गः,,Rasa: मधुर | Guna: लघु | Virya: शीतल,"पित्तघ्न, अविदाही, प्रीणन, बल्य, ईषद्-वातकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1048
नैर्झरजलम्,वारिवर्गः,,"Rasa: मधुर, | Guna: लघु | Vipaka: कटु","रुचिकृत्, कफघ्न, दीपन, वातल, अपित्तल",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1049
सारसजलम्,वारिवर्गः,,"Rasa: मधुर, तुवर | Guna: लघु, रूक्ष","बल्य, तृष्णाघ्न, रोचन, मूत्र-मलबन्धक",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1050
ताडागजलम्,वारिवर्गः,,"Rasa: स्वादु, कषाय, | Vipaka: कटु","वातल, विण्मूत्रबन्धक, असृक्-पित्त-कफापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1051
क्षारम्,वारिवर्गः,,,"पित्तकृत्, कफवातहृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1053
मिष्टम्,वारिवर्गः,,,"कफकृत्, वातपित्तहर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1054
क्षारं,वारिवर्गः,,,"कफवातघ्न, दीपन, पित्तकृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1057
चौञ्ज्यजलम्,वारिवर्गः,,"Rasa: मधुर | Guna: रूक्ष, लघु, विशद","वह्निकर, कफहर, पित्तनुत्, रुच्य, पाचन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1058
पाल्वलजलम्,वारिवर्गः,,Rasa: स्वादु | Guna: गुरु,"अभिष्यन्दि, त्रिदोषकृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1059
विकिरजलम्,वारिवर्गः,,"Rasa: स्वादु, तुवर, क्षार | Guna: लघु | Virya: शीतल","स्वच्छ, निर्दोष, पित्तघ्न, पित्त्तल",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1060
कैदारजलम्,वारिवर्गः,,Rasa: मधुर | Guna: गुरु,"अभिष्यन्दि, दोषकृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1061
वृष्टिजलम्,वारिवर्गः,,,"प्रसन्न, अमृतोपम",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1062
अंशूदकजलम्,वारिवर्गः,,"Guna: स्निग्ध, लघु | Virya: शीत","दोषत्रयापह, अनभिष्यन्दि, निर्दोषमान्तरिक्षजलोपम, बल्य, रसायन, मेध्य, सुधासम",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1063
हारीतः,वारिवर्गः,,,सद्यःप्राणविनाशिनी,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1064
गोदुग्धम्,दुग्धवर्गः,"क्षीर, पयः (पयस्), स्तन्य, बालजीवन",Rasa: मधुर | Guna: स्निग्ध | Virya: शीतल,"वात-पित्तहर, सर, सद्यः शुक्रकर, शीत, सर्वशरीरिणां सात्म्य, जीवन, बृंहण, बल्य, मेध्य, वाजीकर, वयःस्थापन, आयुष्य, सन्धिकारि, रसायन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1066
माहिषदुग्धम्,दुग्धवर्गः,,"Rasa: मधुर | Guna: गुरु, स्निग्ध | Virya: शीतल","शुक्रकर, निद्राकर, अभिष्यन्दि, क्षुधाधिक्यहर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1074
अजादुग्धम्,दुग्धवर्गः,,"Rasa: कषाय, मधुर, कटु, तिक्त | Guna: लघु | Virya: शीत","ग्राहि, रक्त-पित्ता-अतिसारघ्न, क्षय-कास-ज्वरापह, सर्वरोगापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1075
मृग्यादिदुग्धम्,दुग्धवर्गः,,,अजाक्षीरगुणं,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1076
आविकदुग्धम्,दुग्धवर्गः,,"Rasa: लवण, स्वादु | Guna: स्निग्ध, गुरु, उष्ण | Virya: उष्ण","अश्मरीप्रणुत्, अहृद्य, तर्पण, केश्य, शुक्रपित्तकफप्रद",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1077
घोटकीदुग्धम्,दुग्धवर्गः,,"Rasa: अम्ल,  स्वादु | Guna: रूक्ष, लघु, उष्ण | Virya: उष्ण","बल्य, शोष-अनिलापह, पटु",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1078
औष्ट्रदुग्धम्,दुग्धवर्गः,,"Rasa: स्वादु, लवण | Guna: लघु","दीपन, कृमि-कुष्ठ-कफ-आनाह-शोथोदरहर, सर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1079
हस्तिनीदुग्धम्,दुग्धवर्गः,,"Rasa: मधुर, तुवर | Guna: गुरु, स्निग्ध | Virya: शीतल","बृंहण, वृष्य, बल्य, चक्षुष्य, स्थिरताकर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1080
नारीदुग्धम्,दुग्धवर्गः,,Guna: लघु | Virya: शीत,"दीपन, वात-पित्तजित्, चक्षुःशूलाभिघातघ्न, नस्य-अश्च्योतनवर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1081
धारोष्णम्,दुग्धवर्गः,,"Guna: लघु, गुरु, स्निग्ध | Virya: शीत","बल्य, सुधासम, दीपन, त्रिदोषघ्न",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1083
धाराशीतम्,दुग्धवर्गः,,,"अभीष्यन्दि, श्लेष्म-आमवर्द्धन, हितं, कफवातघ्न, पित्तनुत्, वृष्य, बलविवर्धन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1084
संतानिका,दुग्धवर्गः,,"Guna: गुरुः, स्निग्ध | Virya: शीत","वृष्य, पित्त-अस्र-वातनुत्, तर्पणी, बृंहणी, बलासबलशुक्रल",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1086
मथितदुग्धम्,दुग्धवर्गः,,Guna: लघु,"वृष्य, ज्वरहर, वात-पित्त-कफापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1090
दुग्धफेनम्,दुग्धवर्गः,,Guna: लघु,"त्रिदोषघ्न, रोचन, बलवर्द्धन, वह्निवृद्धिकर, वृष्य, सद्यस्तृप्तिकर, अतीसार-अग्निमान्द्य-ज्वर-जीर्ण-प्रशस्य",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1091
निन्दितदुग्धम्,दुग्धवर्गः,,,विवर्ण-विरस-आम्ल-दुर्गन्ध-अम्ललवणयुक्त-कुष्ठादिकृत्-वर्जन,,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1092
मन्दादिदधि,दधिवर्गः,,"Rasa: कषाय | Guna: गुरु, उष्ण, स्निग्ध | Vipaka: आम्ल","दीपन, ग्राहि, पित्ता-अस्र-शोथ-मेदः-कफप्रद| मूत्रकृच्छ्र-प्रतिश्याय-शीतग-विषमज्वर-अतीसार-अरुचि-कार्ये शस्यते| बल-शुक्रकृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_1093
